date,brandSafe,classified_as,sentiment,entities
2022-04-04,False,"[""Crime""]",negative,"[{'name': 'Ασφαλειας Πατρων', 'type': 'ORG'}, {'name': 'Αμερικης', 'type': 'LOC'}, {'name': 'Ρωσια', 'type': 'LOC'}, {'name': 'Αιγιο', 'type': 'LOC'}, {'name': 'Κιεβου', 'type': 'LOC'}, {'name': 'Μ.Αζαροφ', 'type': 'PERSON'}, {'name': 'Ασφαλεια Αιγιαλειας', 'type': 'ORG'}, {'name': 'ΕΛ.ΑΣ', 'type': 'ORG'}, {'name': 'Πρωτοδικων Αιγιου', 'type': 'ORG'}]"
2022-04-04,True,"[""News""]",negative,"[{'name': 'Ρουλα Πισπιριγκου', 'type': 'PERSON'}, {'name': 'Υπηρεσιας Πολιτικης Αεροποριας', 'type': 'ORG'}, {'name': 'Μανο', 'type': 'PERSON'}, {'name': 'ΥΠΑ', 'type': 'ORG'}, {'name': 'Μαλενας', 'type': 'PERSON'}, {'name': 'Γερμανια', 'type': 'LOC'}, {'name': 'defencenet.gr', 'type': 'ORG'}, {'name': 'Αδερφη Ρ.Πισπιριγκου', 'type': 'PERSON'}, {'name': 'Πατρα', 'type': 'LOC'}]"
2022-04-04,True,"[""Politics""]",negative,"[{'name': 'Αδωνι Γεωργιαδη', 'type': 'PERSON'}, {'name': 'Linaki \ue41c', 'type': 'MISC'}, {'name': 'Γατακι Μπολτ', 'type': 'PERSON'}, {'name': 'Αδωνι', 'type': 'PERSON'}, {'name': 'twitter', 'type': 'ORG'}, {'name': 'Γεωργιαδη', 'type': 'PERSON'}, {'name': 'Kostas Skandalis', 'type': 'PERSON'}, {'name': 'Ευγενειας Μανωλιδου', 'type': 'PERSON'}, {'name': 'Stefanos', 'type': 'PERSON'}, {'name': ""Β' Αθηνας"", 'type': 'PERSON'}, {'name': 'ΝΔ', 'type': 'ORG'}, {'name': 'Νεα Δημοκρατια', 'type': 'ORG'}, {'name': 'Αρη', 'type': 'ORG'}, {'name': 'Νεα Δημοκρατια #adonisforpresident', 'type': 'ORG'}, {'name': 'Αδωνις Γεωργιαδις', 'type': 'PERSON'}, {'name': 'Αντωνης', 'type': 'PERSON'}, {'name': 'Συγγρου', 'type': 'LOC'}, {'name': 'Νεας Δημοκρατιας', 'type': 'ORG'}, {'name': 'Ο Κυριος της Κυριας', 'type': 'MISC'}, {'name': 'Ευγενια', 'type': 'PERSON'}, {'name': 'Kostas', 'type': 'PERSON'}, {'name': 'Αδωνις', 'type': 'PERSON'}, {'name': 'Αδωνις Γεωργιαδης', 'type': 'PERSON'}, {'name': 'Γιαννης Λυκοπουλος', 'type': 'PERSON'}]"
2022-04-04,True,"[""Travel/Tourism""]",positive,"[{'name': 'Google News', 'type': 'ORG'}, {'name': 'Ιαπωνιας', 'type': 'LOC'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Ιαπωνια', 'type': 'LOC'}, {'name': 'Σακουρα', 'type': 'PERSON'}]"
2022-04-04,True,"[""Politics""]",neutral,"[{'name': 'ΣΥΡΙΖΑ Δημητρης Τζανακοπουλος', 'type': 'PERSON'}, {'name': 'Google News', 'type': 'ORG'}, {'name': 'Κ. Μητσοτακη', 'type': 'PERSON'}, {'name': 'ΚΚΕ', 'type': 'ORG'}, {'name': '', 'type': 'ORG'}, {'name': 'ΣΥΡΙΖΑ', 'type': 'ORG'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Δημ. Τζανακοπουλος', 'type': 'PERSON'}, {'name': 'Τζανακοπουλος', 'type': 'PERSON'}, {'name': 'Δημητρης Τζανακοπουλος', 'type': 'PERSON'}, {'name': 'ΣΥΡΙΖΑ-Προοδευτικη Συμμαχια', 'type': 'ORG'}, {'name': 'News247.gr', 'type': 'ORG'}, {'name': 'ΣΥΡΙΖΑ-Π.Σ.', 'type': 'ORG'}]"
2022-04-04,True,"[""Home""]",neutral,"[{'name': 'Κειτ Μιντλετον', 'type': 'PERSON'}, {'name': 'Τειλορ Σουιφτ', 'type': 'PERSON'}, {'name': 'Facebook', 'type': 'ORG'}, {'name': 'Εμμα Γατσον', 'type': 'PERSON'}, {'name': 'Ξ.Παρασκευοπουλου', 'type': 'PERSON'}, {'name': 'Γερμανια', 'type': 'LOC'}, {'name': 'ERROR PREDICTION wwwpronews.gr', 'type': 'ORG'}, {'name': 'Ομοσπονδιακης Υπηρεσιας Δικτυων', 'type': 'ORG'}, {'name': 'Gazprom', 'type': 'ORG'}, {'name': 'Ρουλας Πισπιριγκου', 'type': 'PERSON'}, {'name': 'Twitter', 'type': 'ORG'}, {'name': 'Βρετανοι', 'type': 'MISC'}, {'name': 'Ελβετια', 'type': 'LOC'}, {'name': 'ΕΝΦΙΑ', 'type': 'ORG'}]"
2022-04-04,False,"[""Social/Showbiz""]",negative,"[{'name': 'Google News', 'type': 'ORG'}, {'name': 'The 2Night Show', 'type': 'MISC'}, {'name': 'lockdown', 'type': 'MISC'}, {'name': 'Ζενεβιεβ', 'type': 'PERSON'}, {'name': 'Ζενεβιεβ Μαζαρι', 'type': 'PERSON'}, {'name': 'Ελλαδα', 'type': 'LOC'}]"
2022-04-04,True,"[""Culture/Theatre""]",negative,"[{'name': 'Αργυρω', 'type': 'PERSON'}, {'name': 'Αστερης', 'type': 'PERSON'}, {'name': 'Μαρινα', 'type': 'PERSON'}, {'name': 'Αστερη', 'type': 'PERSON'}, {'name': 'Στελλα', 'type': 'PERSON'}, {'name': 'Ασπα', 'type': 'PERSON'}, {'name': 'Καραπανου', 'type': 'PERSON'}]"
2022-04-04,True,"[""Fashion/women""]",positive,"[{'name': 'Shopping Star', 'type': 'MISC'}, {'name': 'Δημητρα', 'type': 'PERSON'}, {'name': 'Βικυ Καγια', 'type': 'PERSON'}, {'name': 'Star', 'type': 'ORG'}, {'name': 'Δωρα', 'type': 'PERSON'}, {'name': 'Κατια', 'type': 'PERSON'}, {'name': 'Βαλεντινη', 'type': 'PERSON'}, {'name': 'Βαγγελη Χαρισοπουλου', 'type': 'PERSON'}, {'name': 'Λινα', 'type': 'PERSON'}]"
2022-04-04,False,"[""Crime""]",negative,"[{'name': 'Πηλιου', 'type': 'LOC'}, {'name': 'ΔΝΤ', 'type': 'ORG'}, {'name': 'Νοτιο Πηλιο', 'type': 'LOC'}, {'name': 'Πηλιο', 'type': 'LOC'}, {'name': 'Βολου', 'type': 'LOC'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Ομοσπονδιακη Υπηρεσια Δικτυων', 'type': 'ORG'}, {'name': 'Χ.Σταικουρας', 'type': 'PERSON'}, {'name': 'Βερολινο', 'type': 'LOC'}, {'name': 'taxydromos', 'type': 'ORG'}]"
2022-04-04,True,"[""Health/Health_news""]",negative,"[{'name': 'Ηρακλειο', 'type': 'LOC'}, {'name': 'Γιαννη Ρασουλη', 'type': 'PERSON'}, {'name': 'Δημου', 'type': 'LOC'}, {'name': 'ΥΠΕ Κρητης', 'type': 'ORG'}]"
2022-04-04,False,"[""Death_Injury_Accident""]",negative,"[{'name': 'Εθνικη Οδος Αθηνων – Κορινθου', 'type': 'ORG'}, {'name': 'Εθνικη οδο Αθηνων', 'type': 'LOC'}, {'name': 'ΕΚΑΒ', 'type': 'ORG'}, {'name': 'Νενα Χρονοπουλου', 'type': 'PERSON'}, {'name': 'Πατρα', 'type': 'LOC'}, {'name': 'Αθηνα', 'type': 'LOC'}, {'name': 'Κορινθου', 'type': 'LOC'}, {'name': 'Κορινθο', 'type': 'LOC'}, {'name': 'Νοσοκομειο Κορινθου', 'type': 'ORG'}, {'name': 'Ρουλας Πισπιριγκου', 'type': 'PERSON'}, {'name': 'Κινετα', 'type': 'LOC'}, {'name': 'ΛΕΑ', 'type': 'ORG'}, {'name': 'Κινετας', 'type': 'LOC'}]"
2022-04-04,True,"[""Politics"", ""Business""]",neutral,"[{'name': 'Αθανασιος Ρεππας', 'type': 'PERSON'}, {'name': 'Διοικητικο Συμβουλιο', 'type': 'ORG'}, {'name': 'Χρηστου Στυλιανιδη', 'type': 'PERSON'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Γιωργου Αμυρα', 'type': 'PERSON'}, {'name': 'Google News', 'type': 'ORG'}, {'name': 'Γιαννης Κωνσταντατος', 'type': 'PERSON'}, {'name': 'Ζωγραφου Βασιλης Θωδας', 'type': 'PERSON'}, {'name': 'Καισαριανης Χρηστος Βοσκοπουλος', 'type': 'PERSON'}, {'name': 'Χολαργου Ηλιας Αποστολοπουλος', 'type': 'PERSON'}, {'name': 'Αντωνης Τριτσης', 'type': 'MISC'}, {'name': 'ΣΠΑΥ', 'type': 'ORG'}, {'name': 'Αντιδημαρχος Βαρης Βουλας Βουλιαγμενης Δημητρης Γεωργιακος', 'type': 'PERSON'}, {'name': 'Ηλιουπολης Γιωργος Χατζηδακης', 'type': 'PERSON'}, {'name': 'Παιανιας Ισιδωρος Μαδης', 'type': 'PERSON'}, {'name': 'Πεντελης', 'type': 'LOC'}, {'name': 'Παπαγου', 'type': 'LOC'}, {'name': 'Εθνικο Προγραμμα Αναδασωσεων', 'type': 'ORG'}, {'name': 'Βυρωνα Ακης Κατωποδης', 'type': 'PERSON'}, {'name': 'Χρηστος Στυλιανιδης', 'type': 'PERSON'}, {'name': 'Συνδεσμου Προστασιας και Αναπτυξης Υμηττου', 'type': 'ORG'}, {'name': 'Στελιος Πετσας', 'type': 'PERSON'}, {'name': 'Πυροσβεστικης', 'type': 'ORG'}, {'name': 'Αστικου Ιστου Καμπανια Ενημερωσης και Ευαισθητοποιησης Πολιτων Παραλληλα', 'type': 'ORG'}, {'name': 'Ταμειο Ανακαμψης', 'type': 'ORG'}, {'name': 'Κρωπιας Δημητρης Κιουσης', 'type': 'PERSON'}, {'name': 'Κωνσταντατος', 'type': 'PERSON'}, {'name': 'Δημητρης Ζορμπας', 'type': 'PERSON'}, {'name': 'Υμηττου', 'type': 'LOC'}, {'name': 'Γιωργος Αμυρας', 'type': 'PERSON'}, {'name': 'Γρηγορη Κωνσταντελλου', 'type': 'PERSON'}, {'name': 'Στελιου Πετσα', 'type': 'PERSON'}, {'name': 'Υμηττο', 'type': 'LOC'}]"
2022-04-04,False,"[""Crime""]",negative,"[{'name': 'Ρουμανοι', 'type': 'MISC'}, {'name': 'Αγησιλαος Βουλγαρης', 'type': 'PERSON'}, {'name': 'Ευβοιας', 'type': 'LOC'}, {'name': 'Ρουλα Πισπιριγκου', 'type': 'PERSON'}, {'name': 'Ρωσιας', 'type': 'LOC'}, {'name': 'Πατρας', 'type': 'LOC'}, {'name': 'Mega', 'type': 'ORG'}, {'name': 'Αθηνα', 'type': 'LOC'}, {'name': 'Βουλγαρης', 'type': 'PERSON'}, {'name': 'Τζωρτζινας', 'type': 'PERSON'}, {'name': 'Στροφυλια', 'type': 'LOC'}, {'name': 'Ουκρανων', 'type': 'MISC'}, {'name': 'Τσαπουρνια Ευβοιας', 'type': 'LOC'}, {'name': 'ΣΗΜΕΡΑΔολοφονια Τζωρτζινας', 'type': 'PERSON'}, {'name': 'Ρουμανους', 'type': 'MISC'}, {'name': 'Γεωργιανων', 'type': 'MISC'}]"
2022-04-04,True,"[""Politics""]",negative,"[{'name': 'Ισραηλ', 'type': 'LOC'}, {'name': 'Ιριδας', 'type': 'PERSON'}, {'name': 'Χωρες', 'type': 'LOC'}, {'name': 'NIOC', 'type': 'ORG'}, {'name': 'Περσεπολης', 'type': 'PERSON'}, {'name': 'Γιωργος Τσιπρας', 'type': 'PERSON'}, {'name': 'Τεχερανης', 'type': 'LOC'}, {'name': 'Ζαριφ', 'type': 'PERSON'}, {'name': 'Ρωσοι', 'type': 'MISC'}, {'name': 'Πατρα', 'type': 'LOC'}, {'name': 'Ε.Ε.', 'type': 'ORG'}, {'name': 'Κουδουνης', 'type': 'PERSON'}, {'name': 'ΕΛ.ΠΕ.', 'type': 'ORG'}, {'name': 'Δημητρης Μαρδας', 'type': 'PERSON'}, {'name': 'Ισλαμικης Δημοκρατιας', 'type': 'ORG'}, {'name': 'Γιωργου Παπανδρεου', 'type': 'PERSON'}, {'name': 'Ιραν', 'type': 'LOC'}, {'name': 'ΥΠΕΞ', 'type': 'ORG'}, {'name': 'Αυστριακοι', 'type': 'MISC'}, {'name': 'Twitter', 'type': 'ORG'}, {'name': 'Μεγαρο Μαξιμου', 'type': 'LOC'}, {'name': 'Αλεξη Τσιπρα', 'type': 'PERSON'}, {'name': 'Ιρανους', 'type': 'MISC'}, {'name': 'Ρωσια', 'type': 'LOC'}, {'name': 'Αιγυπτος', 'type': 'LOC'}, {'name': 'Μανο', 'type': 'PERSON'}, {'name': 'Πολωνοι', 'type': 'MISC'}, {'name': 'Αννας Διαμαντοπουλου', 'type': 'PERSON'}, {'name': '', 'type': 'ORG'}, {'name': 'Ιραν Μοχαμαντ Τζαβαντ Ζαριφ', 'type': 'PERSON'}, {'name': 'Σιραζ', 'type': 'LOC'}, {'name': 'Σουηδοι', 'type': 'MISC'}, {'name': 'Αδερφη Ρ.Πισπιριγκου', 'type': 'PERSON'}, {'name': 'Δημητρης Πυρετζιδης', 'type': 'PERSON'}, {'name': 'Βραζιλια', 'type': 'LOC'}, {'name': 'Γιωργος', 'type': 'PERSON'}, {'name': 'Κινα', 'type': 'LOC'}, {'name': 'ΗΠΑ', 'type': 'LOC'}, {'name': 'Βαρουφακη', 'type': 'PERSON'}, {'name': 'Τσιπρας', 'type': 'PERSON'}, {'name': 'Αθηνας', 'type': 'LOC'}, {'name': 'Ελληνες', 'type': 'MISC'}, {'name': 'Κοτζιας', 'type': 'PERSON'}, {'name': 'Exotic Tours', 'type': 'ORG'}, {'name': 'Γαλλοι', 'type': 'MISC'}, {'name': 'Αθηνα', 'type': 'LOC'}, {'name': 'Τεχερανη', 'type': 'LOC'}, {'name': 'Νικος Κοτζιας', 'type': 'PERSON'}, {'name': 'Τουρκια', 'type': 'LOC'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Ελληνας', 'type': 'MISC'}, {'name': 'Γιωργος Αυφαντης. Πληροφοριες', 'type': 'PERSON'}, {'name': 'Cardi B', 'type': 'PERSON'}, {'name': 'Πατροκλο', 'type': 'PERSON'}, {'name': 'Γερμανοι', 'type': 'MISC'}, {'name': 'Ελλαδας', 'type': 'LOC'}]"
2022-04-04,False,"[""War_Terrorism_Firearms""]",negative,"[{'name': 'Ρουλας', 'type': 'PERSON'}, {'name': 'ΓΕΣ', 'type': 'ORG'}, {'name': 'Γ.Λεων', 'type': 'PERSON'}, {'name': 'Ελληνες Πεζοναυτες', 'type': 'MISC'}, {'name': 'Ελληνων Πεζοναυτων', 'type': 'MISC'}]"
2022-04-04,False,"[""War_Terrorism_Firearms""]",negative,"[{'name': 'Βιταλι Μανσκι', 'type': 'PERSON'}, {'name': 'Μαριουπολη', 'type': 'LOC'}, {'name': 'Twitter', 'type': 'ORG'}, {'name': 'υπουργειο Εξωτερικων', 'type': 'ORG'}, {'name': 'Ουκρανια', 'type': 'LOC'}, {'name': 'Artdocfest', 'type': 'MISC'}, {'name': 'Μαντας Κβενταραβιτσους', 'type': 'PERSON'}, {'name': 'Λιθουανος', 'type': 'MISC'}, {'name': 'Λιθουανο', 'type': 'MISC'}, {'name': 'Facebook', 'type': 'ORG'}, {'name': 'Λιθουανιας', 'type': 'LOC'}, {'name': 'Ρωσος', 'type': 'MISC'}, {'name': 'Ρωσιας', 'type': 'LOC'}, {'name': 'Κιεβο', 'type': 'LOC'}, {'name': 'υπουργειο Αμυνας', 'type': 'ORG'}, {'name': 'Mariupolis', 'type': 'MISC'}, {'name': 'Βερολινου', 'type': 'LOC'}]"
2022-04-04,True,"[""Sports/Basketball""]",negative,"[{'name': 'Ευρωλιγκα', 'type': 'ORG'}, {'name': 'Τζιτζι Ντατομε', 'type': 'PERSON'}, {'name': 'Ετορε Μεσινα', 'type': 'PERSON'}, {'name': 'Αρμανι Μιλανο', 'type': 'ORG'}, {'name': 'Αρμανι', 'type': 'ORG'}, {'name': 'Ντατομε', 'type': 'PERSON'}, {'name': 'Ντινου Μητογλου', 'type': 'PERSON'}, {'name': 'Onsports.gr', 'type': 'ORG'}, {'name': 'Σασαρι', 'type': 'ORG'}]"
2022-04-04,False,"[""Crime""]",negative,"[{'name': 'ΓΑΔΑ', 'type': 'ORG'}, {'name': 'Ρουλα Πισπιριγκου', 'type': 'PERSON'}, {'name': 'Newsbomb', 'type': 'ORG'}, {'name': 'Super Katerina', 'type': 'MISC'}, {'name': 'Χρηστο Ζαρδα', 'type': 'PERSON'}, {'name': 'Τζωρτζινας', 'type': 'PERSON'}, {'name': 'Super Katerina', 'type': 'PERSON'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Τζωρτζινα', 'type': 'PERSON'}, {'name': 'Ρουλα', 'type': 'PERSON'}, {'name': 'Alpha', 'type': 'ORG'}, {'name': 'Οθωνα Παπαδοπουλο', 'type': 'PERSON'}, {'name': 'Πατρας', 'type': 'LOC'}]"
2022-04-04,True,"[""Health/Health_news""]",neutral,"[{'name': 'Ισραηλ', 'type': 'LOC'}, {'name': 'Ρουλα Πισπιριγκου', 'type': 'PERSON'}, {'name': 'COVID-19', 'type': 'MISC'}, {'name': 'ΥΠΕΞ Ελλαδας', 'type': 'ORG'}, {'name': 'COVID', 'type': 'MISC'}, {'name': 'Ε.Αμπινταλ', 'type': 'PERSON'}, {'name': 'ΚΥΑ', 'type': 'ORG'}, {'name': 'Κυπρου', 'type': 'LOC'}, {'name': 'gov.gr', 'type': 'ORG'}, {'name': 'κορονοιο COVID-19', 'type': 'MISC'}, {'name': 'Πατρα', 'type': 'LOC'}]"
